ColoEnvPO,id,to,phone,fax,todaysdate,ship,shippingco,for,datereqd,comments,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,qty13,qty14,qty15,qty16,qty17,qty18,qty19,qty20,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,addchg1,addchg2,addchg3,addchg4,addchg5,addchg6,addchg7,addchg8,addchg9,addchg10,addchg11,addchg12,addchg13,addchg14,addchg15,addchg16,addchg17,addchg18,addchg19,addchg20,recvd1,recvd2,recvd3,recvd4,recvd5,recvd6,recvd7,recvd8,recvd9,recvd10,recvd11,recvd12,recvd13,recvd14,recvd15,recvd16,recvd17,recvd18,recvd19,recvd20,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20
15185,5938,PDG,3034337360,,2010-06-16,,,IPS,2010-06-16,,Can you please Output 2 negs  from the PDF'S that I will,E-Mail to you,,,#10,Western Union code DMOE2,Prints 2/0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-06-16,,,,,,,,,,,,,,,,,,,
14679,5727,PDG,3034337360,,2010-03-31,,,Source Office,2010-03-31,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,#10,Prints 1/0,"Thanks,",Don,,Need the Tag lines,"""Your new and Improved reporting form is enclosed""",,"""Your new and Improved invoice is enclosed:",,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-02,,,,,,,,,,,,,,,,,,,
14680,5728,PDG,3034337360,,2010-03-31,,,Source Office,2010-03-31,,Can you please output 2 negs from the PDF that I will,e-mail to you,,,6 x 9 1/2,Prints 1/0,"Thanks,",Don,,Need the Tag line,,,"""Your new and Improved invoice is enclosed:",,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-02,,,,,,,,,,,,,,,,,,,
14684,5729,PDG,3034337360,,2010-04-01,,,Source Office,2010-04-02,,Can you please output 1 negs from the PDF that I will,e-mail to you,,,6 x 9,Prints 1/0,"Thanks,",Don,,Denver In'School Immunization Project,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-02,,,,,,,,,,,,,,,,,,,
,5730,Best Cutting Die,8476755522,,2010-04-01,,,Source Office,2010-04-06,,New HIGH DIE 6 x 9 1/2 drill and Tap PHP/ chizel 3,Locations,,,Die is for Pinnacol,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-07,,,,,,,,,,,,,,,,,,,
0,5731,Compression leasing,,,2010-04-01,,,VAC,2010-04-06,,5 gallon Pails of SC1250019662 SRF 1/4000 Sullair oil,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,204.00/pail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-06,,,,,,,,,,,,,,,,,,,
14691,5732,PDG,3034337360,,2010-04-01,,,Colorado Printing,2010-04-02,,Can you please output 10 negs from the PDF that I will,e-mail to you,,,#9 Remittance,Prints K/K,"Thanks,",Don,,1 common neg,9 other copies with different codes,0z600,0z011,0z886,0z208,z749,0z578,0z846,0z738,0z668,10,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-02,,,,,,,,,,,,,,,,,,,
,5873,Unicast Inc.,8002750818,,2010-05-24,ground,,RA's,2010-05-28,"please fax back pricing to 303-439-0588 

Thanks

Don",10-4200 Score Tube With Center Grove,10-4205 Score Tube NO Groove,15-1050 T,15-1050 AT,10-5010 Side Score tube,"15-1575  ""0 Degrees""  striaght gummer 1/8 wide",22-451 R Gummer 45 degree,22-451 L Gummer 45 degree,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,,,,,,,52.49/each,52.49/each,64.78/each,58.94/each,19.19/each,26.05/each,42.55/each,42.55/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,,,,,,,,,,,,,2010-06-02,,,,,,,,,,,,,,,,,,,
0,5874,American Holt Corporation,7814409993,7814409994,2010-05-24,Ground,,RA-2,2010-05-28,,RA 30724,RA 30584,RA 30585,RA 30722,RA 30723,,,,for side gum box bottom and side scrapers,,,,,,,,,,,,2,2,2,3,3,,,,,,,,,,,,,,,,49.00/each,48.00/each,48.00/each,54.00/each,54.00/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,Complete,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5875,"F. L. Smithe Machine Co., Inc.",8146955521,8146963676,2010-05-24,Ground,,RA's,2010-06-25,"Please Fax back with pricing to 303 439 0588

thanks

Don",RA 31789 Pivot bracket,RA 31788 Pivot bracket,these are on 3 week BO,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,115.35,110.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2010-06-22,,,,,,,,,,,,,,,,,,,
0,5876,XPEDX,3033752413,3033752303,2010-05-24,,,,2010-05-25,,Sheets 23 x 35 #24 Exact Offset WHITE  #2312763,,,,,,,,,,,,,,,,,,,,15348,,,,,,,,,,,,,,,,,,,,120.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-05-25,,,,,,,,,,,,,,,,,,,
0,5877,Colorado Plastic Products Inc.,3034439271,,2010-05-24,,,PHP,2010-06-02,"They have moved!

500 South Arthur
Lousville, CO 80027",32 x 48 sheets of high density Polyethline Plastic 1/4 thick,48 x 96 cut in 3rds,Price includes tax bring Check for $,,Don,,Tax,PAID WITH CHECK,,,Placed order with Drew,,,,,,,,,total price,6 sheets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tax Included,152.75,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-06-07,,,,,,,,,,,,,,,,,,,
15736,6155,Best Cutting Die,8476755522,,2010-09-07,,,Aspen Graphics,2010-09-09,,1 3/4 x 4 MO Flex Dies,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$88.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-09,,,,,,,,,,,,,,,,,,,
15694,6156,Westprint,3034337360,,2010-09-08,,,Times Call,2010-09-13,,Sheets Printed Reflex Blue,QuoteNumber  - 19765,,Reporter Harald copy - you have the art from last run,,we furnish 23 x 35 stock 70# you trim down,,Please return unused stock,,Envelope size is - 10 x 13 open end,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,$82.46/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-15,,,,,,,,,,,,,,,,,,,
15744,6157,PDG,3034337360,,2010-09-08,,,IPS,2010-09-09,,Can you please output 2 negs from the PDF that I will,e-mail,,Western Union TVSP - SPANISH,4 1/8 x 9 1/2,"Thanks,",Don,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-09,,,,,,,,,,,,,,,,,,,
15724,6158,PDG,3034337360,,2010-09-08,,,Mido,2010-09-09,,Can you please output 1 neg  from the PDF that I will,e-mail,,Carpet Mills,A-6,"Thanks,",Don,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-09,,,,,,,,,,,,,,,,,,,
0,6159,American Holt Corporation,7814409993,7814409994,2010-09-09,Ground,,WR,2010-09-14,,WR-56043 Tucker,WR-56044 Tucker,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,$50.00/each,$50.00/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2010-09-14,2010-09-14,,,,,,,,,,,,,,,,,,
,6160,Unisource,7204340618,,2010-09-09,,,Inventory,2010-09-10,,23 X 35  White 70#,,23 x 35 White 60# 3 Skids,,,,,,,,,,,,,,,,,,7500,,25500,,,,,,,,,,,,,,,,,,$71.75/M,,$61.50/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2010-09-10,,2010-09-10,,,,,,,,,,,,,,,,,
15757,6161,XPEDX,3033717510,,2010-09-09,,,Hedgehog Solutions,2010-09-10,,25 x 38 60#  Astroparche Natural Item# 2023272,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,$264.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-10,,,,,,,,,,,,,,,,,,,
0,5745,Eagle Ridge Paper,,,2010-04-07,,,Inventory,2010-04-07,,23 x 35 #60 Ovation Offset - 7500 sheets per skid,"total of 30,000 sheets",,$200.00 Discount (3nd of 5 discounts) Code GEP2,,,,                                                                       Total,                                                                       Discount,                                                             final total,,,,,,,,,,,4 skids,,,,,,,,,,,,,,,,,,,,57.07/m,,,,,,,1712.1,-200,1512.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-08,,,,,,,,,,,,,,,,,,,
14721,5746,PDG,3034337360,,2010-04-07,,,Shorter Church,2010-04-08,,Can you please output 1 negs from the PDF that I will,e-mail to you,,,3 1/8 x 6 1/4,Prints 1/0,"Thanks,",Don,,Shorter Community!,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-08,,,,,,,,,,,,,,,,,,,
14717,5747,PDG,3034337360,,2010-04-07,,,Aerios,2010-04-08,,Can you please output 1 negs from the PDF that I will,e-mail to you,,,5 1/2 x 8 1/8 (A-8),Prints 1/0,"Thanks,",Don,,Impact on Education,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-08,,,,,,,,,,,,,,,,,,,
14716,5748,PDG,3034337360,,2010-04-07,,,Aerios,2010-04-08,,Can you please output 1 negs from the PDF that I will,e-mail to you,,,4 3/8 x 5 3/4 (A-2),Prints 1/0,"Thanks,",Don,,Impact on Education,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-08,,,,,,,,,,,,,,,,,,,
0,5749,XPEDX,3033717510,,2010-04-07,,,Inventory,2010-04-08,,sheets 23 x 29 #60 husky,,28 x 40 #60 husky,,,,,,,,,,,,,,,,,,14400,,8400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2010-04-08,,2010-04-08,,,,,,,,,,,,,,,,,
0,5750,ArC International,,,2010-04-09,,,RA 600's,2010-04-30,"Please ship back too:

Coloardo Envelope
11811 Upham St.
Unit # 5
Broomfield, CO 80020",RA Print Cylinders,need to be re-covered with Ceramic cover,with a 300 line screen,For FL. Smithe RA 600's,,,if you have any questions please call Don,PH - 303-460-1387,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,675.00/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-04-30,,,,,,,,,,,,,,,,,,,
0,6060,Unisource,,,2010-07-27,,,Inventory,2010-07-28,,23 x 35 #60 Whitehall  Offset - 8500 sheets per skid,"total of 34,000 sheets",,,,,,,,,,,,,,,,,,,4 skids,,,,,,,,,,,,,,,,,,,,57.07/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-28,,,,,,,,,,,,,,,,,,,
15462,6061,National Envelope Corp,3033731780,,2010-07-28,,,Frank,2010-07-28,,9 x 12 Open End Catalogs 28# peel & seal,Item# 4139,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,$114.65/Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-28,,,,,,,,,,,,,,,,,,,
0,6062,Bartkus Oil Company,3034426000,,2010-07-28,,,PHP,2010-07-30,"3501 Pearl st
Boulder, CO 80301",DTE Oil Heavy Medium MOBIL OIL,,,,,Placed order with Loopy!!!,,,,,,,,,,,,,,total,1,,,,,,,,,,,,,,,,,,,,$81.00/each,,,,,,,,,,,,,,,,,,,$87.61,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-30,,,,,,,,,,,,,,,,,,,
0,6063,"F. L. Smithe Machine Co., Inc.",8146955521,8146963676,2010-07-28,Ground,,PHP,2010-08-14,"Please Fax back with pricing to 303 439 0588

thanks

Don",PHP-6038 - PAPER STOP For PHP,,,,Cancelled on 8/11/10 with Patty!!!!,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,144.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15478,6064,PDG,3034337360,,2010-07-28,,,Frederic Prt,2010-07-29,,Can you please output 1 neg from the PDF that I will,e-mail,,#10 Hunter Douglas,,"Thanks,",Jeff,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-29,,,,,,,,,,,,,,,,,,,
0,6065,Eagle Ridge,8883245399,,2010-07-28,,,Inventory,2010-07-29,,24 x 36 #60 Ovation Offset - 7500 sheets per skid,"total of 30,000 sheets",24 x 36 sheets at 23 x 35 price,,,,,,,,,,,,,,,,,,4 skids,,,,,,,,,,,,,,,,,,,,57.07/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-29,,,,,,,,,,,,,,,,,,,
15480,6066,PDG,3034337360,,2010-07-29,,,On Demand Prt,2010-07-30,,Can you please output 1 neg from the PDF that I will,e-mail,,Sundance Trail,#10 (4 1/8 x 9 1/2),"Thanks,",Don,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-29,,,,,,,,,,,,,,,,,,,
0,6094,"F. L. Smithe Machine Co., Inc.",8146955521,,2010-08-11,ground,,RA,2010-08-18,,RA-70570  bushings for RA's,Foam for RA's part Number  RA-30771,,,,,,,,,,,,,,,,,,,4,50,,,,,,,,,,,,,,,,,,,49.70/each,2.50 each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2010-09-14,2010-08-13,,,,,,,,,,,,,,,,,,
15568,6095,PDG,3034337360,,2010-08-12,,,IPS,2010-08-12,,Can you please output 1 neg from the PDF that I will,e-mail,,code - PJ-ENV-0310,#10 (4 1/8 x 9 1/2),"Thanks,",Don,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-12,,,,,,,,,,,,,,,,,,,
0,6096,Michael S. Gingerich,9088758034,,2010-08-12,,,PHP,2010-08-19,,Plastic Blocks for the PHP paper stops,$19.00 each or 10 for $170.00,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-19,,,,,,,,,,,,,,,,,,,
0,6097,Michael S. Gingerich,9088758034,,2010-08-12,,,PHP,2010-08-19,,Sending Mike our Stepping switch for the PHP for him to,Re-build,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15526,6098,XPEDX,3033717510,,2010-08-12,,,intouch,2010-08-17,,sheets Mohawk Britehue Vellum Violet,23 x35 #60,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,179.35/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6099,Western Belting Co.,3033223500,,2010-08-12,,,MO,2010-08-12,, feet #41 chain for MO - 1 full roll,masters,offset,,,,,,,,,,,,,,,,,,100,5,5,,,,,,,,,,,,,,,,,,.80/per foot,.53/each,.92/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,,,,,,,,,,,,,,,,,,2010-08-12,2010-08-12,2010-08-12,,,,,,,,,,,,,,,,,
15571,6100,PDG,3034337360,,2010-08-12,,,IPS,2010-08-12,,Can you please output 1 neg from the PDF that I will,e-mail,,code - WUCOM01,#10 (4 1/8 x 9 1/2),"Thanks,",Don,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-12,,,,,,,,,,,,,,,,,,,
0,6101,Best Cutting Die,8476755522,,2010-08-12,,,Die sharpen and repair,2010-08-16,,6 1/2 X 10 Booklet needs to be sharpened and repaired,and also hardened to cut heavy coated vinyl stock,in which I have put sample sheets of the stock we are,cutting in with the die.,,,,Thanks for all your help,,ATTN: ANN RUSSELL,,,HOT RUSH HOT RUSH NEED BACK ON MONDAY,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-16,,,,,,,,,,,,,,,,,,,
15574,6102,PDG,3034337360,,2010-08-13,,,Denver Newspaper,2010-08-16,,Can you please output 2 neg from the PDF's that I will,e-mail,,"2 PDF""S need 1 neg from each",9 x 12 Booklet,"Thanks,",JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-13,,,,,,,,,,,,,,,,,,,
15575,6103,Unisource,,,2010-08-17,,,Pera,2010-08-18,,23 x 35 #60 Whitehall  Offset - 8500 sheets per skid,total of sheets.,,28 x 40 #70 Whitehall -,,,,,,,,,,,,,,,,,4 skids,,,2 skids,,,,,,,,,,,,,,,,,61.50/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15579,6104,PDG,3034337360,,2010-08-13,,,Denver Public Schools,2010-08-16,,Can you please output 1 neg from the PDF that I will,e-mail,,Denver Public Schools,#10,"Thanks,",JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-13,,,,,,,,,,,,,,,,,,,
15587,6105,PDG,3034337360,,2010-08-16,,,IPS,2010-08-17,,Can you please output 2 negs from the PDF that I will,e-mail,,Western Union,#10,"Thanks,",JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-16,,,,,,,,,,,,,,,,,,,
,6106,Best Cutting Die,8476755522,,2010-08-16,NEXT DAY,Fed Ex,MOW,2010-08-17,,,,1 1/2 x 4 Flex die for MO WINDOW,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,44.00/each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-08-17,,,,,,,,,,,,,,,,,
15798,6174,XPEDX,3033752479,,2010-09-16,,,Aerios,2010-09-17,,60# Cougar white Item#167940,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,$125.19/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-17,,,,,,,,,,,,,,,,,,,
15798,6175,PDG,3034337360,,2010-09-17,,,Aerios,2010-09-20,,Can you please output 2 negs from the PDF that I will,e-mail,,Open Range,#10,"Thanks,",JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-20,,,,,,,,,,,,,,,,,,,
15786,6176,PDG,3034337360,,2010-09-17,,,Mido,2010-09-20,,Can you please output 1 neg  from the PDF that I will,e-mail,,Carpet Mills,A-6,"Thanks,",JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-21,,,,,,,,,,,,,,,,,,,
15809,6177,PDG,3034337360,,2010-09-17,,,American Solutions for Business,2010-09-20,,Can you please output 1 neg  from the PDF that I will,e-mail,,Roma,#10,"Thanks,",JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-20,,,,,,,,,,,,,,,,,,,
15812,6178,PDG,3034337360,,2010-09-17,,,IPS,2010-09-20,,Can you please output 1 neg  from the PDF that I will,e-mail,,Important Plan Information,#10,"Thanks,",JR,,Type Set ENV-FREEDOM,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$39.00,,,,,,,,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-21,,,,,,,,,,,,,,,,,,,
,6179,Unisource,7204340618,,2010-09-17,,,Inventory,2010-09-20,,23 X 35  White 70#,,23 x 35 White 60# 3 Skids,,,,,,,,,,,,,,,,,,7500,,25500,,,,,,,,,,,,,,,,,,$71.75/M,,$61.50/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2010-09-21,,2010-09-20,,,,,,,,,,,,,,,,,
15819,6180,PDG,3034337360,,2010-09-17,,,TCAG,2010-09-20,,Can you please output 1 neg  from the PDF that I will,e-mail,,PakMail,A-6,"Thanks,",JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-09-20,,,,,,,,,,,,,,,,,,,
15368,6028,PDG,3034337360,,2010-07-15,,,Print-Net,2010-07-16,,Can you output 1 neg from the PDF that I will e-mail,,I olny need the black print,,,"Thanks,",Jeff,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15370,6029,PDG,3034337360,,2010-07-15,,,Print-Net,2010-07-16,CODES - DV102049 & DV102050,Can you output 2 negS from the PDF that I will e-mail,,I olny need the black print off each PDF,,,"Thanks,",Jeff,,This is for PO# 15370 & 15369,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15394,6030,PDG,3034337360,,2010-07-15,,,IC Group,2010-07-16,,Can you please output 1 neg from the PDF that I will,e-mail,,OppenheimerFunds,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15395,6031,PDG,3034337360,,2010-07-15,,,Ross Printing,2010-07-16,,Can you please output 1 neg from the PDF that I will,e-mail,,Tobacco Quit Line #10,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15397,6032,PDG,3034337360,,2010-07-15,,,Ross Printing,2010-07-16,,Can you please output 1 neg from the PDF that I will,e-mail,,Tobacco Quit Line #9,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15082,6033,PDG,3034337360,,2010-07-16,,,Frederic Printing,2010-07-19,,Can you please output 1 neg from the PDF that I will,e-mail,,Free Speech 6 x 9,,"Thanks,",Stud,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-19,,,,,,,,,,,,,,,,,,,
15410,6034,PDG,3034337360,,2010-07-19,,,Oakwood Homes,2010-07-20,,Can you please output 2 neg from the PDF that I will,e-mail,,Payroll Dept - Oakwood Homes,,"Thanks,",Don the GREAT,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2010-07-20,,,,,,,,,,,,,,,,,,,
